ID,Title,Date,Image_URL,Characters,Page_URL,arc_number,arc_name
1206,Dognut,"August 11, 2016",https://www.housepetscomic.com/wp-content/uploads/2016/08/2016-08-11-dognut.png,"donut guy, Fox, Mungo",https://www.housepetscomic.com/comic/2016/08/11/dognut/,102.0,Real Stories of the K9PD
1207,Blast From The Past,"August 15, 2016",https://www.housepetscomic.com/wp-content/uploads/2016/08/2016-08-15-blast-from-the-past.png,"donut guy, Fox, Mungo",https://www.housepetscomic.com/comic/2016/08/15/blast-from-the-past/,102.0,Real Stories of the K9PD
1208,Evident Evidence,"August 18, 2016",https://www.housepetscomic.com/wp-content/uploads/2016/08/2016-08-18-evident-evidence.png,"Fox, Mungo, Sasha",https://www.housepetscomic.com/comic/2016/08/18/evident-evidence/,102.0,Real Stories of the K9PD
1209,Roughhousepets,"August 22, 2016",https://www.housepetscomic.com/wp-content/uploads/2016/08/2016-08-22-roughhousepets.png,"Fox, Mungo",https://www.housepetscomic.com/comic/2016/08/22/roughhousepets/,102.0,Real Stories of the K9PD
1210,Carry On,"August 25, 2016",https://www.housepetscomic.com/wp-content/uploads/2016/08/2016-08-25-carry-on.png,"Fox, Mungo",https://www.housepetscomic.com/comic/2016/08/25/carry-on/,102.0,Real Stories of the K9PD
1211,The First Place You Look,"August 29, 2016",https://www.housepetscomic.com/wp-content/uploads/2016/08/2016-08-29-the-first-place-you-look.png,"Fox, Mr. Hartford, Mungo",https://www.housepetscomic.com/comic/2016/08/29/the-first-place-you-look/,102.0,Real Stories of the K9PD
1212,Dog Scooting,"September 1, 2016",https://www.housepetscomic.com/wp-content/uploads/2016/09/2016-09-01-dog-scooting.png,"Fox, Mungo",https://www.housepetscomic.com/comic/2016/09/01/dog-scooting/,102.0,Real Stories of the K9PD
1213,The Wall Of Beef,"September 5, 2016",https://www.housepetscomic.com/wp-content/uploads/2016/09/2016-09-05-the-wall-of-beef.png,"Boris, Duchess, Fox, Mungo",https://www.housepetscomic.com/comic/2016/09/05/the-wall-of-beef/,102.0,Real Stories of the K9PD
1214,Magic Trick,"September 8, 2016",https://www.housepetscomic.com/wp-content/uploads/2016/09/2016-09-08-magic-trick.png,"Boris, Fox, Mungo",https://www.housepetscomic.com/comic/2016/09/08/magic-trick/,102.0,Real Stories of the K9PD
1215,Speech Impediment,"September 12, 2016",https://www.housepetscomic.com/wp-content/uploads/2016/09/2016-09-12-speech-impediment-2.png,"Bino, Fox, Neighborhood Dogs",https://www.housepetscomic.com/comic/2016/09/12/speech-impediment/,102.0,Real Stories of the K9PD
1216,Wrestling Is All Staged,"September 15, 2016",https://www.housepetscomic.com/wp-content/uploads/2016/09/2016-09-15-wrestling-is-all-staged.png,"Bino, Duchess, Fox",https://www.housepetscomic.com/comic/2016/09/15/wrestling-is-all-staged/,102.0,Real Stories of the K9PD
1217,Back In The Pack,"September 19, 2016",https://www.housepetscomic.com/wp-content/uploads/2016/09/2016-09-19-back-in-the-pack.png,"Bino, Fox, Mungo, Neighborhood Dogs",https://www.housepetscomic.com/comic/2016/09/19/back-in-the-pack/,102.0,Real Stories of the K9PD
1218,Crossfire,"September 22, 2016",https://www.housepetscomic.com/wp-content/uploads/2016/09/2016-09-22-crossfire.png,"Fox, Grape, Griswold, Mungo, Rex, Sten",https://www.housepetscomic.com/comic/2016/09/22/crossfire/,102.0,Real Stories of the K9PD
1219,Give Me Your Answer Do,"September 26, 2016",https://www.housepetscomic.com/wp-content/uploads/2016/09/2016-09-26-give-me-your-answer-do.png,"Daisy, Fox, Mungo",https://www.housepetscomic.com/comic/2016/09/26/give-me-your-answer-do/,102.0,Real Stories of the K9PD
1220,Over The River And Through The Woods,"September 29, 2016",https://www.housepetscomic.com/wp-content/uploads/2016/09/2016-09-29-over-the-river-and-through-the-woods.png,"Bino, Daisy, Fox, Mungo",https://www.housepetscomic.com/comic/2016/09/29/over-the-river-and-through-the-woods/,102.0,Real Stories of the K9PD
1221,Little Looter,"October 3, 2016",https://www.housepetscomic.com/wp-content/uploads/2016/09/2016-10-03-little-looter.png,"Bino, Fox, Mungo, Raccoons",https://www.housepetscomic.com/comic/2016/10/03/little-looter/,102.0,Real Stories of the K9PD
1222,Defense Mechanism,"October 5, 2016",https://www.housepetscomic.com/wp-content/uploads/2016/10/2016-10-05-defense-mechanism.png,"Mungo, Raccoons",https://www.housepetscomic.com/comic/2016/10/05/defense-mechanism/,102.0,Real Stories of the K9PD
1223,Living Legend,"October 7, 2016",https://www.housepetscomic.com/wp-content/uploads/2016/10/2016-10-07-living-legend-1.png,"Fox, Raccoons",https://www.housepetscomic.com/comic/2016/10/07/living-legend/,102.0,Real Stories of the K9PD
1224,Housecleaning,"October 10, 2016",https://www.housepetscomic.com/wp-content/uploads/2016/10/2016-10-10-housecleaning.png,"Cory, Fox, Jessica, Mungo, Raccoons",https://www.housepetscomic.com/comic/2016/10/10/housecleaning/,102.0,Real Stories of the K9PD
1225,A Stranger Is A Friend You Invite Over For Dinner,"October 12, 2016",https://www.housepetscomic.com/wp-content/uploads/2016/10/2016-10-12-a-stranger-is-a-friend-you-invite-over-for-dinner.png,"Custom Ink, Jessica, Raccoons",https://www.housepetscomic.com/comic/2016/10/12/a-stranger-is-a-friend-you-invite-over-for-dinner/,102.0,Real Stories of the K9PD
1226,Little Possum Little Possum Let Me In,"October 14, 2016",https://www.housepetscomic.com/wp-content/uploads/2016/10/2016-10-14-little-possum-little-possum-let-me-in.png,"Custom Ink, Fox, Jessica",https://www.housepetscomic.com/comic/2016/10/14/little-possum-little-possum-let-me-in/,102.0,Real Stories of the K9PD
1227,Poster Child,"October 17, 2016",https://www.housepetscomic.com/wp-content/uploads/2016/10/2016-10-17-poster-child.png,"Custom Ink, Fox, Jessica, Mungo",https://www.housepetscomic.com/comic/2016/10/17/poster-child/,102.0,Real Stories of the K9PD
1228,Homestuck,"October 19, 2016",https://www.housepetscomic.com/wp-content/uploads/2016/10/2016-10-19-homestuck.png,"Fox, Mungo",https://www.housepetscomic.com/comic/2016/10/19/homestuck/,102.0,Real Stories of the K9PD
1229,Oh Bother,"October 21, 2016",https://www.housepetscomic.com/wp-content/uploads/2016/10/2016-10-21-oh-bother.png,"Daryl, Fox, Karishad, Mungo",https://www.housepetscomic.com/comic/2016/10/21/oh-bother/,102.0,Real Stories of the K9PD
1230,Pyrrhic Victory,"October 24, 2016",https://www.housepetscomic.com/wp-content/uploads/2016/10/2016-10-24-pyrrhic-victory.png,"Fox, Mungo, Sasha",https://www.housepetscomic.com/comic/2016/10/24/pyrrhic-victory/,102.0,Real Stories of the K9PD
1231,Of Rivers And Egypt,"October 26, 2016",https://www.housepetscomic.com/wp-content/uploads/2016/10/2016-10-26-of-rivers-and-egypt.png,"Fox, Sasha",https://www.housepetscomic.com/comic/2016/10/26/of-rivers-and-egypt/,102.0,Real Stories of the K9PD
1232,Cant Put My Finger On It,"October 28, 2016",https://www.housepetscomic.com/wp-content/uploads/2016/10/2016-10-28-cant-put-my-finger-on-it.png,"Fox, Mungo, Sasha",https://www.housepetscomic.com/comic/2016/10/28/cant-put-my-finger-on-it/,102.0,Real Stories of the K9PD
1233,Can Opener Of Ways,"October 31, 2016",https://www.housepetscomic.com/wp-content/uploads/2016/10/2016-10-31-can-opener-of-ways-1.png,"Custom Ink, Jessica, Mungo, Raccoons",https://www.housepetscomic.com/comic/2016/10/31/can-opener-of-ways/,102.0,Real Stories of the K9PD
1234,Sometimes Words Have Two Meanings,"November 2, 2016",https://www.housepetscomic.com/wp-content/uploads/2016/10/2016-11-02-sometimes-words-have-two-meanings.png,"Custom Ink, Zach",https://www.housepetscomic.com/comic/2016/11/02/sometimes-words-have-two-meanings/,102.0,Real Stories of the K9PD
1235,Cotton Up To A Cottontail,"November 4, 2016",https://www.housepetscomic.com/wp-content/uploads/2016/11/2016-11-04-cotton-up-to-a-cottontail.png,"Custom Ink, Fox, Mungo, Sasha, Zach",https://www.housepetscomic.com/comic/2016/11/04/cotton-up-to-a-cottontail/,102.0,Real Stories of the K9PD
1236,Long Leash Of The Law,"November 7, 2016",https://www.housepetscomic.com/wp-content/uploads/2016/11/2016-11-07-long-leash-of-the-law-1.png,"Fox, Mungo, Sasha",https://www.housepetscomic.com/comic/2016/11/07/long-leash-of-the-law/,102.0,Real Stories of the K9PD
1237,Take A Brake,"November 9, 2016",https://www.housepetscomic.com/wp-content/uploads/2016/11/2016-11-09-take-a-brake-1.png,"Fox, Mungo, Sasha",https://www.housepetscomic.com/comic/2016/11/09/take-a-brake/,102.0,Real Stories of the K9PD
1238,Dogs Play Chase,"November 11, 2016",https://www.housepetscomic.com/wp-content/uploads/2016/11/2016-11-11-dogs-play-chase.png,"Dispatch, Mungo",https://www.housepetscomic.com/comic/2016/11/11/dogs-play-chase/,102.0,Real Stories of the K9PD
1239,De Fence,"November 14, 2016",https://www.housepetscomic.com/wp-content/uploads/2016/11/2016-11-14-de-fence.png,"Fox, Mungo, Sasha",https://www.housepetscomic.com/comic/2016/11/14/de-fence/,102.0,Real Stories of the K9PD
1240,Nothing More Than Feelings,"November 16, 2016",https://www.housepetscomic.com/wp-content/uploads/2016/11/2016-11-16-nothing-more-than-feelings.png,"Peanut, Sabrina, Tarot",https://www.housepetscomic.com/comic/2016/11/16/nothing-more-than-feelings/,102.0,Real Stories of the K9PD
1241,Knock Knock,"November 18, 2016",https://www.housepetscomic.com/wp-content/uploads/2016/11/2016-11-18-knock-knock.png,"Fox, Sasha, Tarot",https://www.housepetscomic.com/comic/2016/11/18/knock-knock/,102.0,Real Stories of the K9PD
1242,"What Am I, Psychic?","November 21, 2016",https://www.housepetscomic.com/wp-content/uploads/2016/11/2016-11-21-what-am-i-psychic.png,"Fox, Tarot",https://www.housepetscomic.com/comic/2016/11/21/what-am-i-psychic/,102.0,Real Stories of the K9PD
1243,Calling Upon The Forces Of Nature,"November 23, 2016",https://www.housepetscomic.com/wp-content/uploads/2016/11/2016-11-23-calling-upon-the-forces-of-nature.png,"Fox, Peanut, Sabrina, Tarot",https://www.housepetscomic.com/comic/2016/11/23/calling-upon-the-forces-of-nature/,102.0,Real Stories of the K9PD
1244,Cats Are Master Teasers,"November 25, 2016",https://www.housepetscomic.com/wp-content/uploads/2016/11/2016-11-25-cats-are-master-teasers.png,"Fox, Sabrina, Sasha, Tarot",https://www.housepetscomic.com/comic/2016/11/25/cats-are-master-teasers/,102.0,Real Stories of the K9PD
1245,The Biggest Explosion You’ll Get This Arc,"November 28, 2016",https://www.housepetscomic.com/wp-content/uploads/2016/11/2016-11-28-the-biggest-explosion-youll-get-this-arc.png,"Fox, Sabrina",https://www.housepetscomic.com/comic/2016/11/28/the-biggest-explosion-youll-get-this-arc/,102.0,Real Stories of the K9PD
1244,"He’s Coming, He’s Coming, He’s Coming","November 30, 2016",https://www.housepetscomic.com/wp-content/uploads/2016/11/2016-11-25-hes-coming-hes-coming-hes-coming.png,"Mungo, Peanut, Sabrina",https://www.housepetscomic.com/comic/2016/11/30/hes-coming-hes-coming-hes-coming/,102.0,Real Stories of the K9PD
1245,The Terror That Wags In The Night,"December 2, 2016",https://www.housepetscomic.com/wp-content/uploads/2016/11/2016-11-28-the-terror-that-wags-in-the-night.png,"Mungo, Peanut, Sabrina",https://www.housepetscomic.com/comic/2016/12/02/the-terror-that-wags-in-the-night/,102.0,Real Stories of the K9PD
1248,Unwarranted,"December 5, 2016",https://www.housepetscomic.com/wp-content/uploads/2016/12/2016-12-05-unwarranted.png,"Mungo, Peanut, Sabrina",https://www.housepetscomic.com/comic/2016/12/05/unwarranted/,102.0,Real Stories of the K9PD
1249,Dogged Resistance,"December 7, 2016",https://www.housepetscomic.com/wp-content/uploads/2016/12/2016-12-07-dogged-resistance.png,"Fox, Mungo, Peanut, Sabrina, Sasha, Tarot",https://www.housepetscomic.com/comic/2016/12/07/dogged-resistance/,102.0,Real Stories of the K9PD
1250,Practical Joke,"December 9, 2016",https://www.housepetscomic.com/wp-content/uploads/2016/12/2016-12-09-practical-joke.png,"Fox, Mungo, Sasha, Tarot",https://www.housepetscomic.com/comic/2016/12/09/practical-joke/,102.0,Real Stories of the K9PD
1251,Pride Cometh,"December 12, 2016",https://www.housepetscomic.com/wp-content/uploads/2016/12/2016-12-12-pride-cometh.png,"Fox, Mungo, Sasha",https://www.housepetscomic.com/comic/2016/12/12/pride-cometh/,102.0,Real Stories of the K9PD
1252,Inquiry Quirk,"December 14, 2016",https://www.housepetscomic.com/wp-content/uploads/2016/12/2016-12-14-inquiry-quirk.png,"Fox, Sergeant Ralph",https://www.housepetscomic.com/comic/2016/12/14/inquiry-quirk/,102.0,Real Stories of the K9PD
1253,Take That,"December 16, 2016",https://www.housepetscomic.com/wp-content/uploads/2016/12/2016-12-16-take-that.png,"Fox, Sasha, Sergeant Ralph",https://www.housepetscomic.com/comic/2016/12/16/take-that/,102.0,Real Stories of the K9PD
1254,Don’t Bring Me Down,"December 19, 2016",https://www.housepetscomic.com/wp-content/uploads/2016/12/2016-12-19-dont-bring-me-down.png,"Fox, Sergeant Ralph",https://www.housepetscomic.com/comic/2016/12/19/dont-bring-me-down/,102.0,Real Stories of the K9PD
1255,Conflict Of Interest,"December 21, 2016",https://www.housepetscomic.com/wp-content/uploads/2016/12/2016-12-21-conflict-of-interest.png,"Fox, Sergeant Ralph",https://www.housepetscomic.com/comic/2016/12/21/conflict-of-interest/,102.0,Real Stories of the K9PD
1256,Time Skip,"December 23, 2016",https://www.housepetscomic.com/wp-content/uploads/2016/12/2016-12-23-time-skip.png,"Fox, Mungo, Sergeant Ralph",https://www.housepetscomic.com/comic/2016/12/23/time-skip/,102.0,Real Stories of the K9PD
1257,Christmas Card,"December 25, 2016",https://www.housepetscomic.com/wp-content/uploads/2016/12/2016-12-25-christmas-card.png,"Fox, Mungo, Sabrina",https://www.housepetscomic.com/comic/2016/12/25/christmas-card/,102.0,Real Stories of the K9PD
1258,Snowed In Part Two,"December 28, 2016",https://www.housepetscomic.com/wp-content/uploads/2016/12/2016-12-28-snowed-in-part-two.png,"Bruce, Roosevelt",https://www.housepetscomic.com/comic/2016/12/28/snowed-in-part-two/,103.0,Snow Joke
1259,Cricket Noises,"December 30, 2016",https://www.housepetscomic.com/wp-content/uploads/2016/12/2016-12-30-cricket-noises.png,"Bruce, Roosevelt, the Viper",https://www.housepetscomic.com/comic/2016/12/30/cricket-noises/,103.0,Snow Joke
1260,Not For The Characters,"January 2, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/01/2017-01-02-not-for-the-characters.png,"Bruce, Roosevelt, the Viper",https://www.housepetscomic.com/comic/2017/01/02/not-for-the-characters/,103.0,Snow Joke
1261,Really???,"January 4, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/01/2017-01-04-really.png,"Bruce, Delusional Steve, Roosevelt",https://www.housepetscomic.com/comic/2017/01/04/really/,103.0,Snow Joke
1262,Secret Window,"January 6, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/01/2017-01-06-secret-window.png,"Bruce, Delusional Steve, Roosevelt",https://www.housepetscomic.com/comic/2017/01/06/secret-window/,103.0,Snow Joke
1263,Not Over Until Its Over,"January 9, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/01/2017-01-09-not-over-until-its-over.png,"Bruce, Delusional Steve, Roosevelt",https://www.housepetscomic.com/comic/2017/01/09/not-over-until-its-over/,103.0,Snow Joke
1264,Snow Adrift,"January 11, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/01/2017-01-11-snow-adrift.png,"Keene, Miles",https://www.housepetscomic.com/comic/2017/01/11/snow-adrift/,,
1265,Snow Gods Or Kings,"January 13, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/01/2017-01-13-snow-gods-or-kings.png,"Daryl, Karishad, Keene, Miles",https://www.housepetscomic.com/comic/2017/01/13/snow-gods-or-kings/,,
1266,Babies Are Gross,"January 16, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/01/2017-01-16-babies-are-gross.png,"Ace, Bailey, King, Olive",https://www.housepetscomic.com/comic/2017/01/16/babies-are-gross/,104.0,Save the Date
1267,Talk To Your Kids,"January 18, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/01/2017-01-18-talk-to-your-kids.png,"King, Olive",https://www.housepetscomic.com/comic/2017/01/18/talk-to-your-kids/,104.0,Save the Date
1268,Luxury Lifestyle,"January 20, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/01/2017-01-20-luxury-lifestyle.png,"Bailey, King",https://www.housepetscomic.com/comic/2017/01/20/luxury-lifestyle/,104.0,Save the Date
1269,Paws-Off Parenting,"January 23, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/01/2017-01-23-paws-off-parenting.png,"Bailey, King, Miles, Miles' Cubs, North Star",https://www.housepetscomic.com/comic/2017/01/23/paws-off-parenting/,104.0,Save the Date
1270,Suggestion Box,"January 25, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/01/2017-01-25-suggestion-box.png,"Ace, Bailey, Bill, Fox, King, Olive, Rook",https://www.housepetscomic.com/comic/2017/01/25/suggestion-box/,104.0,Save the Date
1271,For The Book Club,"January 27, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/01/2017-01-27-for-the-book-club.png,"Bailey, Fox, King, Maxwell",https://www.housepetscomic.com/comic/2017/01/27/for-the-book-club/,104.0,Save the Date
1272,Miss Mouse,"January 30, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/01/2017-01-30-miss-mouse.png,"Joey, King, Squeak",https://www.housepetscomic.com/comic/2017/01/30/miss-mouse/,104.0,Save the Date
1273,Something Quite Atrocious,"February 1, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/01/2017-02-01-something-quite-atrocious.png,"King, Tarot",https://www.housepetscomic.com/comic/2017/02/01/something-quite-atrocious/,104.0,Save the Date
1274,Job Security,"February 3, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/02/2017-02-03-job-security.png,"King, Natalie",https://www.housepetscomic.com/comic/2017/02/03/job-security/,104.0,Save the Date
1275,Careful Consideration,"February 6, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/02/2017-02-06-careful-consideration.png,"King, Mungo",https://www.housepetscomic.com/comic/2017/02/06/careful-consideration/,104.0,Save the Date
1276,You Remind Me Of The Babe,"February 8, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/02/2017-02-08-you-remind-me-of-the-babe.png,"Fiddler, Keys, King",https://www.housepetscomic.com/comic/2017/02/08/you-remind-me-of-the-babe/,104.0,Save the Date
1277,Edgewise,"February 10, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/02/2017-02-10-edgewise.png,"Bino, King",https://www.housepetscomic.com/comic/2017/02/10/edgewise/,104.0,Save the Date
1278,The All Seeing Eye,"February 13, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/02/2017-02-13-the-all-seeing-eye.png,"Bailey, King",https://www.housepetscomic.com/comic/2017/02/13/the-all-seeing-eye/,104.0,Save the Date
1279,Beyond The Vale Of Ntines,"February 14, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/02/2017-02-14-beyond-the-vale-of-ntines.png,"Breel, Duchess, Mungo, Ptah",https://www.housepetscomic.com/comic/2017/02/14/beyond-the-vale-of-ntines/,,
1280,Guess Who,"February 15, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/02/2017-02-15-guess-who.png,"Ace, Fox, Grape, King, Peanut",https://www.housepetscomic.com/comic/2017/02/15/guess-who/,104.0,Save the Date
1281,Talking In Front Of A Blank Wall,"February 17, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/02/2017-02-17-talking-in-front-of-a-blank-wall.png,"Grape, King, Peanut",https://www.housepetscomic.com/comic/2017/02/17/talking-in-front-of-a-blank-wall/,104.0,Save the Date
1282,No Hijinks Allowed,"February 20, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/02/2017-02-20-no-hijinks-allowed.png,"Grape, King",https://www.housepetscomic.com/comic/2017/02/20/no-hijinks-allowed/,104.0,Save the Date
1283,Relinquish Or Languish,"February 22, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/02/2017-02-22-relinquish-or-languish.png,"Bailey, Fox, King",https://www.housepetscomic.com/comic/2017/02/22/relinquish-or-languish/,104.0,Save the Date
1284,Micromanagement,"February 24, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/02/2017-02-24-micromanagement.png,"Bailey, King, Peanut",https://www.housepetscomic.com/comic/2017/02/24/micromanagement/,104.0,Save the Date
1285,Don’t Panic,"February 27, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/02/2017-02-27-dont-panic.png,"Bailey, Fox, Grape, King, Peanut",https://www.housepetscomic.com/comic/2017/02/27/dont-panic/,104.0,Save the Date
1286,Mall Rats,"March 1, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/02/2017-03-01-mall-rats.png,"Cory, Jessica, Zach",https://www.housepetscomic.com/comic/2017/03/01/mall-rats/,,
1287,It Stinks,"March 3, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/02/2017-03-03-it-stinks.png,"Cory, Jessica, Sergeant Ralph, Zach",https://www.housepetscomic.com/comic/2017/03/03/it-stinks/,,
1288,"A Dog, A Cat, And X Babies","March 13, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/03/2017-03-13-a-dog-a-cat-and-x-babies.png,"Ace, Grape, Olive, Peanut, Rook",https://www.housepetscomic.com/comic/2017/03/13/a-dog-a-cat-and-x-babies/,105.0,"Save the Date, part 2"
1289,You And I Collide,"March 15, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/03/2017-03-15-you-and-i-collide.png,"Grape, Olive, Peanut",https://www.housepetscomic.com/comic/2017/03/15/you-and-i-collide/,105.0,"Save the Date, part 2"
1290,Corny,"March 17, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/03/2017-03-17-corny.png,"Bailey, Concessions Vendor, King",https://www.housepetscomic.com/comic/2017/03/17/corny/,105.0,"Save the Date, part 2"
1291,Luxurious Theater Seating,"March 20, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/03/2017-03-20-luxurious-theater-seating.png,"Bailey, King",https://www.housepetscomic.com/comic/2017/03/20/luxurious-theater-seating/,105.0,"Save the Date, part 2"
1292,Oh The Possibilities,"March 22, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/03/2017-03-22-oh-the-possibilities.png,"Grape, Olive, Peanut",https://www.housepetscomic.com/comic/2017/03/22/oh-the-possibilities/,105.0,"Save the Date, part 2"
1293,The Razor Cuts Both Ways,"March 24, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/03/2017-03-24-the-razor-cuts-both-ways.png,"Grape, Olive, Peanut",https://www.housepetscomic.com/comic/2017/03/24/the-razor-cuts-both-ways/,105.0,"Save the Date, part 2"
1294,Edge Of Your Seat,"March 27, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/03/2017-03-27-edge-of-your-seat.png,"Bailey, King",https://www.housepetscomic.com/comic/2017/03/27/edge-of-your-seat/,105.0,"Save the Date, part 2"
1295,Suggesture,"March 29, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/03/2017-03-29-suggesture.png,"Bailey, Grape",https://www.housepetscomic.com/comic/2017/03/29/suggesture/,105.0,"Save the Date, part 2"
1296,Under Attack By The Cling-Ons,"March 31, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/03/2017-03-31-under-attack-by-the-cling-ons.png,"Ace, Grape, Olive, Peanut, Rook",https://www.housepetscomic.com/comic/2017/03/31/under-attack-by-the-cling-ons/,105.0,"Save the Date, part 2"
1297,Said The Guru To The Hot Dog Vendor,"April 3, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/03/2017-04-03-said-the-guru-to-the-hot-dog-vendor.png,"Bailey, hot dog vendor, King",https://www.housepetscomic.com/comic/2017/04/03/said-the-guru-to-the-hot-dog-vendor/,105.0,"Save the Date, part 2"
1298,Taste The Rainbow,"April 5, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/03/2017-04-05-taste-the-rainbow.png,"Bailey, Grape, King, Peanut, Rook",https://www.housepetscomic.com/comic/2017/04/05/taste-the-rainbow/,105.0,"Save the Date, part 2"
1299,"Ah One, A Two-Hoo,","April 7, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/03/2017-04-07-ah-one-a-two-hoo.png,"Bailey, Grape, Peanut",https://www.housepetscomic.com/comic/2017/04/07/ah-one-a-two-hoo/,105.0,"Save the Date, part 2"
1300,Formula For Disaster,"April 10, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/03/2017-04-10-formula-for-disaster.png,"Grape, Peanut, Rook",https://www.housepetscomic.com/comic/2017/04/10/formula-for-disaster/,105.0,"Save the Date, part 2"
1301,Wrong Side Of The Blanket,"April 12, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/03/2017-04-12-wrong-side-of-the-blanket.png,"Ace, Grape, Peanut, Rook",https://www.housepetscomic.com/comic/2017/04/12/wrong-side-of-the-blanket/,105.0,"Save the Date, part 2"
1302,"Do People Still Have Landlines, I Dont Know","April 14, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/04/2017-04-14-do-people-still-have-landlines-i-dont-know.png,"Grape, Lucretia, Peanut",https://www.housepetscomic.com/comic/2017/04/14/do-people-still-have-landlines-i-dont-know/,105.0,"Save the Date, part 2"
1303,Call Of The Wild,"April 17, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/04/2017-04-17-call-of-the-wild.png,"Bailey, King",https://www.housepetscomic.com/comic/2017/04/17/call-of-the-wild/,105.0,"Save the Date, part 2"
1304,Homeward Bound,"April 19, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/04/2017-04-19-homeward-bound.png,"Bailey, Grape, King, Peanut",https://www.housepetscomic.com/comic/2017/04/19/homeward-bound/,105.0,"Save the Date, part 2"
1305,So How Many Were There Again,"April 21, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/04/2017-04-21-so-how-many-were-there-again.png,"Bailey, Grape, King, Peanut",https://www.housepetscomic.com/comic/2017/04/21/so-how-many-were-there-again/,105.0,"Save the Date, part 2"
1306,Take The Long Way Home,"April 24, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/04/2017-04-24-take-the-long-way-home.png,"Grape, Peanut",https://www.housepetscomic.com/comic/2017/04/24/take-the-long-way-home/,105.0,"Save the Date, part 2"
1307,In The Nuthouse,"April 26, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/04/2017-04-26-in-the-nuthouse.png,Squirrels,https://www.housepetscomic.com/comic/2017/04/26/in-the-nuthouse/,,
1308,Nuts To You,"April 28, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/04/2017-04-28-nuts-to-you.png,Squirrels,https://www.housepetscomic.com/comic/2017/04/28/nuts-to-you/,,
1309,Economy Size Economy,"May 1, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/05/2017-05-01-economy-size-economy.png,"Keene, Steward",https://www.housepetscomic.com/comic/2017/05/01/economy-size-economy/,106.0,Temple Crashers 2: Temple Crashers
1310,We’ve Got To Have Money,"May 3, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/05/2017-05-03-weve-got-to-have-money.png,"Keene, Steward",https://www.housepetscomic.com/comic/2017/05/03/weve-got-to-have-money/,106.0,Temple Crashers 2: Temple Crashers
1311,Meanwhile In Canada,"May 5, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/05/2017-05-05-meanwhile-in-canada.png,"Miss Auburn, Res",https://www.housepetscomic.com/comic/2017/05/05/meanwhile-in-canada/,106.0,Temple Crashers 2: Temple Crashers
